Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'12143037808755,value,en,,,"<p style=""text-align: center;"">Bedrucktes Seidenkleid</p><p style=""text-align: center;"">Das Fassbender Kleid ist aus 100% italienischer Seide, mit einen flie&szlig;end weichem Fall.&nbsp;</p><p style=""text-align: center;"">Die Silhouette ist extra gro&szlig; designt, kann mit einem G&uuml;rtel in der Taille f&uuml;r mehr oder weniger Volumen sehr feminin gebunden werden.</p><p style=""text-align: center;"">Die &Auml;rmel sind leicht verk&uuml;rzt und haben einen glockigen Abschluss.&nbsp;</p><p style=""text-align: center;"">Zwei gro&szlig;e, aufgesetzte Taschen komplimentieren den Look.</p><p style=""text-align: center;"">Farbe: Rot/Beige bedruckt&nbsp;</p><p style=""text-align: center;"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus italienischen Materialien. Von Hand gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.&nbsp;</p><p style=""text-align: center;"">&nbsp;</p>",
METAFIELD,'12143037841523,value,en,,,"<p style=""text-align: center;"">100 % Seide<br /><br /></p>",
METAFIELD,'12143037874291,value,en,,,"<p style=""text-align: center;"">regul&auml;r geschnitten<br />l&auml;ssig lockerer Fall</p>",
METAFIELD,'12143037907059,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'12143037939827,value,en,,,Description,
METAFIELD,'12143037972595,value,en,,,5598,
METAFIELD,'12143038005363,value,en,,,#e6c475,
METAFIELD,'12143038038131,value,en,,,silk-dress,
METAFIELD,'12143038070899,value,en,,,"<p style=""text-align: center;"">100 % Silk</p>",
METAFIELD,'12143038103667,value,en,,,Material,
METAFIELD,'12143038136435,value,en,,,"<p style=""text-align: center;"">regular fit <br />true to size</p>",
METAFIELD,'12143038169203,value,en,,,Fit,
METAFIELD,'12143038201971,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'12143038234739,value,en,,,Care,
METAFIELD,'12143040495731,value,en,,,"<p style=""text-align: center;"">Bedrucktes Seidenkleid</p><p style=""text-align: center;"">Das Fassbender Kleid ist aus 100% italienischer Seide, mit einen flie&szlig;end weichem Fall.&nbsp;</p><p style=""text-align: center;"">Die Silhouette ist extra gro&szlig; designt, kann mit einem G&uuml;rtel in der Taille f&uuml;r mehr oder weniger Volumen sehr feminin gebunden werden.</p><p style=""text-align: center;"">Die &Auml;rmel sind leicht verk&uuml;rzt und haben einen glockigen Abschluss.&nbsp;</p><p style=""text-align: center;"">Zwei gro&szlig;e, aufgesetzte Taschen komplimentieren den Look.</p><p style=""text-align: center;"">Farbe: Altrosa&nbsp;</p><p style=""text-align: center;"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus italienischen Materialien. Von Hand gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.&nbsp;</p><p style=""text-align: center;"">&nbsp;</p><p style=""text-align: center;"">&nbsp;</p>",
METAFIELD,'12143040528499,value,en,,,"<p style=""text-align: center;"">100 % Seide</p>",
METAFIELD,'12143040561267,value,en,,,"<p style=""text-align: center;"">regul&auml;r geschnitten<br />l&auml;ssig lockerer Fall</p>",
METAFIELD,'12143040594035,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'12143040626803,value,en,,,Description,
METAFIELD,'12143040659571,value,en,,,5598,
METAFIELD,'12143040692339,value,en,,,#e6c475,
METAFIELD,'12143040725107,value,en,,,silk-dress,
METAFIELD,'12143040757875,value,en,,,"<p style=""text-align: center;"">100 % Silk</p>",
METAFIELD,'12143040790643,value,en,,,Material,
METAFIELD,'12143040823411,value,en,,,"<p style=""text-align: center;"">regular fit <br />true to size</p>",
METAFIELD,'12143040856179,value,en,,,Fit,
METAFIELD,'12143040888947,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'12143040921715,value,en,,,Care,
METAFIELD,'12143045902451,value,en,,,#e69975,
METAFIELD,'12143054553203,value,en,,,silk-dress-peach,
METAFIELD,'12143094628467,value,en,,,#e69975,
METAFIELD,'12143094661235,value,en,,,silk-dress-peach,
METAFIELD,'12143104557171,value,en,,,#cc0f08,
METAFIELD,'12143104655475,value,en,,,silk-dress-red-print,
METAFIELD,'12144369696883,value,en,,,"<p style=""text-align: center;"">Westen-Kleid</p><p style=""text-align: center;"">Das &auml;rmellose Kleid ist aus 100% italienischer Baumwolle, mit einem flie&szlig;end weichem Fall. Es kann sowohl als Weste wie auch als Kleid getragen werden.</p><p style=""text-align: center;"">Die A-Linie&nbsp;kann mit einem G&uuml;rtel in der Taille f&uuml;r mehr oder weniger Volumen sehr feminin gebunden werden.&nbsp;</p><p style=""text-align: center;"">Zwei gro&szlig;e, aufgesetzte Taschen komplimentieren den Look.</p><p style=""text-align: center;"">Farbe: Beige</p><p style=""text-align: center;"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus italienischen Materialien. Von Hand gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.</p>",
METAFIELD,'12144369729651,value,en,,,"<p style=""text-align: center;"">100% Baumwolle</p>",
METAFIELD,'12144369762419,value,en,,,"<p style=""text-align: center;"">normal geschnitten<br />der Gr&ouml;&szlig;e entsprechend</p>",
METAFIELD,'12144369795187,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'12144369827955,value,en,,,Description,
METAFIELD,'12144369860723,value,en,,,5598,
METAFIELD,'12144369893491,value,en,,,#080224,
METAFIELD,'12144369926259,value,en,,,vest-dress-navy,
METAFIELD,'12144369959027,value,en,,,#cc0f08,
METAFIELD,'12144369991795,value,en,,,vest-dress-1,
METAFIELD,'12144370024563,value,en,,,"<p style=""text-align: center;"">100% Cotton</p>",
METAFIELD,'12144370057331,value,en,,,Material,
METAFIELD,'12144370090099,value,en,,,"<p style=""text-align: center;"">regular fit <br />true to size</p>",
METAFIELD,'12144370122867,value,en,,,Fit,
METAFIELD,'12144370155635,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'12144370188403,value,en,,,Care,
METAFIELD,'12148059144307,value,en,,,"<p style=""text-align: center;"">Westen-Kleid</p><p style=""text-align: center;"">Das &auml;rmellose Kleid ist aus 100% italienischer Baumwolle, mit einem flie&szlig;end weichem Fall. Es kann sowohl als Weste wie auch als Kleid getragen werden.</p><p style=""text-align: center;"">Die A-Linie&nbsp;kann mit einem G&uuml;rtel in der Taille f&uuml;r mehr oder weniger Volumen sehr feminin gebunden werden.&nbsp;</p><p style=""text-align: center;"">Zwei gro&szlig;e, aufgesetzte Taschen komplimentieren den Look.</p><p style=""text-align: center;"">Farbe: Navy Blau</p><p style=""text-align: center;"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus italienischen Materialien. Von Hand gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.</p>",
METAFIELD,'12148059177075,value,en,,,"<p style=""text-align: center;"">100 % Baumwolle</p>",
METAFIELD,'12148059209843,value,en,,,"<p style=""text-align: center;"">normal geschnitten<br />der Gr&ouml;&szlig;e entsprechend</p>",
METAFIELD,'12148059242611,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'12148059275379,value,en,,,Description,
METAFIELD,'12148059308147,value,en,,,5598,
METAFIELD,'12148059340915,value,en,,,#d4d0c9,
METAFIELD,'12148059373683,value,en,,,vest-dress,
METAFIELD,'12148059406451,value,en,,,#cc0f08,
METAFIELD,'12148059439219,value,en,,,vest-dress-1,
METAFIELD,'12148059471987,value,en,,,"<p style=""text-align: center;"">100 % Cotton</p>",
METAFIELD,'12148059504755,value,en,,,Material,
METAFIELD,'12148059537523,value,en,,,"<p style=""text-align: center;"">regular fit <br />true to size</p>",
METAFIELD,'12148059635827,value,en,,,Fit,
METAFIELD,'12148059668595,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'12148059701363,value,en,,,Care,
METAFIELD,'12148092305523,value,en,,,"<p style=""text-align: center;"">Westen-Kleid</p><p style=""text-align: center;"">Das &auml;rmellose Kleid ist aus 100% italienischer Seide, mit einem flie&szlig;end weichem Fall. Es kann sowohl als Weste wie auch als Kleid getragen werden.</p><p style=""text-align: center;"">Die A-Linie&nbsp;kann mit einem G&uuml;rtel in der Taille f&uuml;r mehr oder weniger Volumen sehr feminin gebunden werden.&nbsp;</p><p style=""text-align: center;"">Zwei gro&szlig;e, aufgesetzte Taschen komplimentieren den Look.</p><p style=""text-align: center;"">Farbe: Rot/Beige bedruckt&nbsp;</p><p style=""text-align: center;"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus italienischen Materialien. Von Hand gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.</p>",
METAFIELD,'12148092338291,value,en,,,"<p style=""text-align: center;"">100 % Seide<br /><br /></p>",
METAFIELD,'12148092371059,value,en,,,"<p style=""text-align: center;"">normal geschnitten<br />der Gr&ouml;&szlig;e entsprechend</p>",
METAFIELD,'12148092403827,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'12148092436595,value,en,,,Description,
METAFIELD,'12148092469363,value,en,,,5598,
METAFIELD,'12148092502131,value,en,,,#d4d0c9,
METAFIELD,'12148092534899,value,en,,,vest-dress,
METAFIELD,'12148092567667,value,en,,,#080224,
METAFIELD,'12148092600435,value,en,,,vest-dress-navy,
METAFIELD,'12148092633203,value,en,,,"<p style=""text-align: center;"">100 % Silk</p>",
METAFIELD,'12148092665971,value,en,,,Material,
METAFIELD,'12148092698739,value,en,,,"<p style=""text-align: center;"">regular fit <br />true to size</p>",
METAFIELD,'12148092731507,value,en,,,Fit,
METAFIELD,'12148092764275,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'12148092797043,value,en,,,Care,
METAFIELD,'12148152402035,value,en,,,"<p style=""text-align: center;"">Westen-Kleid</p><p style=""text-align: center;"">Das &auml;rmellose Kleid ist aus 100% italienischer Seide, mit einem flie&szlig;end weichem Fall. Es kann sowohl als Weste wie auch als Kleid getragen werden.</p><p style=""text-align: center;"">Die A-Linie&nbsp;kann mit einem G&uuml;rtel in der Taille f&uuml;r mehr oder weniger Volumen sehr feminin gebunden werden.&nbsp;</p><p style=""text-align: center;"">Zwei gro&szlig;e, aufgesetzte Taschen komplimentieren den Look.</p><p style=""text-align: center;"">Farbe: gelb/gr&uuml;n bedruckt&nbsp;</p><p style=""text-align: center;"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus italienischen Materialien. Von Hand gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.</p>",
METAFIELD,'12148152434803,value,en,,,"<p style=""text-align: center;"">100 % Seide</p>",
METAFIELD,'12148152467571,value,en,,,"<p style=""text-align: center;"">normal geschnitten<br />der Gr&ouml;&szlig;e entsprechend</p>",
METAFIELD,'12148152500339,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'12148152533107,value,en,,,Description,
METAFIELD,'12148152565875,value,en,,,5598,
METAFIELD,'12148152598643,value,en,,,#d4d0c9,
METAFIELD,'12148152631411,value,en,,,vest-dress,
METAFIELD,'12148152664179,value,en,,,#080224,
METAFIELD,'12148152696947,value,en,,,vest-dress-navy,
METAFIELD,'12148152729715,value,en,,,"<p style=""text-align: center;"">100% Silk</p>",
METAFIELD,'12148152762483,value,en,,,Material,
METAFIELD,'12148152795251,value,en,,,"<p style=""text-align: center;"">regular fit <br />true to size</p>",
METAFIELD,'12148152828019,value,en,,,Fit,
METAFIELD,'12148152860787,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'12148152893555,value,en,,,Care,
METAFIELD,'12148201980019,value,en,,,Fassbender_silk_dress_red_print,
METAFIELD,'12148202078323,value,en,,,Fassbender_silk_dress_red_print,
METAFIELD,'12148202176627,value,en,,,Fassbender_silk_dress_red_print,
METAFIELD,'12148202504307,value,en,,,Fassbender_silk_dress_red_print,
METAFIELD,'12148203421811,value,en,,,Fassbender_silk_dress_yellow_print,
METAFIELD,'12148203978867,value,en,,,Fassbender_silk_dress_yellow_print,
METAFIELD,'12148204404851,value,en,,,Fassbender_silk_dress_yellow_print,
METAFIELD,'12148204994675,value,en,,,Fassbender_silk_dress_yellow_print,
METAFIELD,'12148206043251,value,en,,,Fassbender_silk_dress_peach,
METAFIELD,'12148207353971,value,en,,,Fassbender_silk_dress_peach,
METAFIELD,'12148208009331,value,en,,,Fassbender_silk_dress_peach,
METAFIELD,'12148210630771,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148211449971,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148211941491,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148212269171,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148212957299,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148214071411,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148214399091,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148214661235,value,en,,,Fassbender_Coat_Tentcoat_offwhite,
METAFIELD,'12148218527859,value,en,,,Fassbender_Vest_Dress_beige,
METAFIELD,'12148218790003,value,en,,,Fassbender_Vest_Dress_beige,
METAFIELD,'12148219215987,value,en,,,Fassbender_Vest_Dress_beige,
METAFIELD,'12148220788851,value,en,,,Fassbender_Vest_Dress_navy,
METAFIELD,'12148221247603,value,en,,,Fassbender_Vest_Dress_navy,
METAFIELD,'12148222001267,value,en,,,Fassbender_Vest_Dress_navy,
METAFIELD,'12148223803507,value,en,,,Fassbender_Vest_Dress_red_print_silk,
METAFIELD,'12148224000115,value,en,,,Fassbender_Vest_Dress_red_print_silk,
METAFIELD,'12148224819315,value,en,,,Fassbender_Vest_Dress_red_print_silk,
METAFIELD,'12148225376371,value,en,,,Fassbender_Vest_Dress_red_print_silk,
METAFIELD,'12148226687091,value,en,,,Fassbender_Vest_Dress_yellow_print_silk,
METAFIELD,'12148227113075,value,en,,,Fassbender_Vest_Dress_yellow_print_silk,
METAFIELD,'12148227866739,value,en,,,Fassbender_Vest_Dress_yellow_print_silk,
METAFIELD,'12148229275763,value,en,,,Fassbender_Vest_Dress_yellow_print_silk,
METAFIELD,'12173940752499,value,en,,,#e6c475,
METAFIELD,'12173940785267,value,en,,,vest-dress-2,
METAFIELD,'12173948158067,value,en,,,#e6c475,
METAFIELD,'12173948190835,value,en,,,vest-dress-2,
METAFIELD,'12173953073267,value,en,,,#e6c475,
METAFIELD,'12173953106035,value,en,,,vest-dress-2,
METAFIELD,'12173957890163,value,en,,,#cc0f08,
METAFIELD,'12173957922931,value,en,,,vest-dress-1,
METAFIELD,'13078417178739,value,en,,,Trenchcoat,
METAFIELD,'13078606905459,value,en,,,Material,
METAFIELD,'13078607003763,value,en,,,"<p style=""text-align: center;"">90% Schurwolle</p><p style=""text-align: center;"">10% Kaschmir</p><p style=""text-align: center;"">100% Baumwolle</p><p style=""text-align: center;"">&nbsp;</p><p style=""text-align: center;"">&nbsp;</p>",
METAFIELD,'13081740673139,value,en,,,Volant Hemd,
METAFIELD,'13081740705907,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'13081740738675,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'13081740804211,value,en,,,"<p style=""text-align: center;"">Schmal geschnitten</p><p style=""text-align: center;"">F&auml;llt der Gr&ouml;&szlig;e entsprechend aus</p>",
METAFIELD,'13081740836979,value,en,,,"<p style=""text-align: center;"">Fitted</p><p style=""text-align: center;"">True to size</p>",
METAFIELD,'13081740869747,value,en,,,"<p style=""text-align: center;"">100 % Cotton</p>",
METAFIELD,'13081740902515,value,en,,,"<p style=""text-align: center;"">100 % Baumwolle</p>",
METAFIELD,'13081740935283,value,en,,,"<p style=""text-align: center;"">Das Hemd besteht zu 100% aus italienischer Baumwolle.</p><p style=""text-align: center;"">Das Vorderteil ist etwas l&auml;nger als das R&uuml;ckenteil geschnitten.</p><p style=""text-align: center;""><br />Der Volant verleiht dem Hemd einen romantischen Touch.</p><p style=""text-align: center;""><br />Druckkn&ouml;pfen an der Knopfleiste und am &Auml;rmel.</p><p style=""text-align: center;"">Farbe: Mint</p><p style=""text-align: center;"" align=""center"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus rein italienischen oder japanischen Materialien;<br /> gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.</p>",
METAFIELD,'13081740968051,value,en,,,Care,
METAFIELD,'13081741066355,value,en,,,Fit,
METAFIELD,'13081741099123,value,en,,,Material,
METAFIELD,'13081770524787,value,en,,,Volant Hemd ,
METAFIELD,'13081770557555,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'13081770590323,value,en,,,"<p style=""text-align: center;"">Dry clean only</p>",
METAFIELD,'13081770623091,value,en,,,"<p style=""text-align: center;"">Schmal geschnitten</p><p style=""text-align: center;"">F&auml;llt der Gr&ouml;&szlig;e entsprechend aus</p>",
METAFIELD,'13081770655859,value,en,,,"<p style=""text-align: center;"">Fitted</p><p style=""text-align: center;"">True to size</p>",
METAFIELD,'13081770688627,value,en,,,"<p style=""text-align: center;"">100 % Cotton</p>",
METAFIELD,'13081770721395,value,en,,,"<p style=""text-align: center;"">100 % Baumwolle</p>",
METAFIELD,'13081770754163,value,en,,,"<p style=""text-align: center;"">Das Hemd besteht zu 100% aus italienischer Baumwolle.</p><p style=""text-align: center;"">Das Vorderteil ist etwas l&auml;nger als das R&uuml;ckenteil geschnitten.</p><p style=""text-align: center;""><br />Der Volant verleiht dem Hemd einen romantischen Touch.</p><p style=""text-align: center;""><br />Druckkn&ouml;pfen an der Knopfleiste und am &Auml;rmel.</p><p style=""text-align: center;"">Farbe: Rot</p><p style=""text-align: center;"" align=""center"">Alle Fassbender St&uuml;cke sind handgefertigte Unikate aus rein italienischen oder japanischen Materialien;<br /> gen&auml;ht in einer kleinen, familiengef&uuml;hrten polnischen Manufaktur.</p>",
METAFIELD,'13081770786931,value,en,,,Care,
METAFIELD,'13081770852467,value,en,,,Fit,
METAFIELD,'13081770885235,value,en,,,Material,
METAFIELD,'13081797427315,value,en,,,Veganes Lederkleid,
METAFIELD,'13081797460083,value,en,,,"<p style=""text-align: center;"">Bitte professionell reinigen lassen</p>",
METAFIELD,'13081797492851,value,en,,,"<p style=""text-align: center;"">Dry to clean</p>",
METAFIELD,'13081797525619,value,en,,,"<p style=""text-align: center;"">Regul&auml;r geschnitten</p><p style=""text-align: center;"">F&auml;llt der Gr&ouml;&szlig;e entsprechend aus</p>",
METAFIELD,'13081797558387,value,en,,,"<p style=""text-align: center;"">Regular fit</p><p style=""text-align: center;"">True to size</p>",
METAFIELD,'13081797591155,value,en,,,"<p style=""text-align: center;"">60 %&nbsp;recycled Polyester</p><p style=""text-align: center;"">40 % Sugar Cane</p>",
